Country,Scotland,England,Wales,Local_Authority,Area_Code,Population_mid_2018,Area_sq_km,Density_People_sq_km,Local_Proportion_Decile_1_Z_Ind_IMD,Females_2018,Lives_In_Communal,BAME_Including_Jews,Over_1_5_Per_Room,Median_Age_2018,Obese_Z_Ind,Current_Smoking_Z_Ind,Ex_Smoker_Z_Ind,Tonnes_Port_Over_750,Passengers_To_From_Pop_Stand_Normalised,Age_Standardised_CVD_Deaths_U75_100000,Diabetes_Prevalence_Z_Ind,RA_Z_Ind,HTN_Z_Ind,COPD_Z_Ind,Cancer_Z_Ind,CKD_Z_Ind,Average_Humid_23_2_1_3_8_3_15_3,Average_tempHighCel_23_2_1_3_8_3_15_3,Coronavirus_Google_010220_190320,Dementia_Z_Ind,Self_Funders_2017,PM_2_5_Total_2018,Death_Registrations_Week_16,Death_Registrations_Week_16_Per_100000,Death_Registrations_Care_Home_Week_16,Death_Registrations_Care_Home_Week_16_Per_100000,Death_Registrations_Hospital_Week_16,Death_Registrations_Hospital_Week_16_Per_100000,Death_Registrations_Home_Week_16,Death_Registrations_Home_Week_16_Per_100000,Death_Registrations_OoHosp_Week_16,Death_Registrations_OoHosp_Week_16_Per_100000
England,0,1,0,North Hertfordshire,E07000099,133214,375,355.237,-0.691,0.51,0.01,0.107,0.003,42.1,-0.737,-1.09,-0.059,0,0,54.1,-1.079,-0.188,-0.438,-0.563,-0.325,0.095,0.788,10.856,-0.559,-0.326,0.455,10.0752,422,316.7835213,144,108.0967466,146,109.5980903,110,82.57390364,276,207.185431
England,0,1,0,Three Rivers,E07000102,93045,89,1045.449,-0.691,0.512,0.011,0.156,0.004,41.8,-0.737,-0.757,-0.463,0,0,53.1,-1.079,-0.188,0.107,-0.604,-0.325,0.207,0.785,11.037,-0.559,-0.326,0.455,10.5541,286,307.3781504,66,70.93341931,122,131.1193509,71,76.3071632,164,176.2587995
England,0,1,0,Watford,E07000103,96767,21,4607.952,-0.691,0.504,0.008,0.292,0.017,36.7,-0.737,0.245,-1.475,0,0,76.9,-1.079,-0.188,-1.422,-1.654,-0.325,-1.098,0.78,11.092,1.848,-0.326,0.455,11.1419,250,258.3525375,83,85.77304246,113,116.775347,36,37.20276541,137,141.5771906
England,0,1,0,Ashford,E07000105,129281,581,222.515,-0.569,0.514,0.008,0.064,0.005,41.9,-0.46,-0.089,0.44,0,0.067,54.5,-0.169,0.577,0.012,0.444,0.453,-0.044,0.798,11.456,-0.559,-0.011,0.619,10.1286,378,292.3863522,97,75.03036022,145,112.1587859,83,64.20123607,233,180.2275663
England,0,1,0,Canterbury,E07000106,164553,309,532.534,-0.48,0.508,0.057,0.071,0.005,38,-0.46,-0.089,0.181,0,0.067,58,-0.169,0.577,-0.79,0.188,0.453,0.126,0.783,11.785,-0.559,-0.011,0.619,9.9628,572,347.6083693,152,92.37145479,195,118.5028532,143,86.90209233,377,229.1055162
England,0,1,0,Dartford,E07000107,109709,73,1502.863,-0.527,0.507,0.01,0.127,0.006,37.3,-0.46,-0.089,0.072,0,0.067,69.2,-0.169,0.577,-0.812,-0.583,0.453,-0.632,0.733,12.388,1.812,-0.011,0.619,12.1081,333,303.5302482,99,90.23872244,145,132.1678258,70,63.80515728,188,171.3624224
England,0,1,0,Dover,E07000108,116969,315,371.33,0.019,0.506,0.02,0.034,0.008,46.4,-0.46,0.912,1.503,24943,0.067,71,-0.169,0.577,1.159,2.008,0.453,0.655,0.793,11.421,-0.559,-0.011,0.619,9.7281,467,399.2510836,110,94.04201113,171,146.1925809,127,108.5757765,296,253.0585027
England,0,1,0,Gravesham,E07000109,106385,99,1074.596,-0.393,0.508,0.007,0.172,0.01,39.6,-0.46,0.245,-0.082,0,0.067,62.6,-0.169,0.577,-0.33,0.105,0.453,-0.196,0.763,11.562,-0.559,-0.011,0.619,11.7332,388,364.7130705,82,77.07853551,173,162.6169103,90,84.59839263,215,202.0961602
England,0,1,0,Maidstone,E07000110,169955,393,432.455,-0.49,0.507,0.017,0.06,0.006,41.4,-0.46,-0.089,0.268,0,0.067,55.6,-0.169,0.577,-0.349,-0.641,0.453,-0.049,0.793,11.346,-0.559,-0.011,0.619,10.6754,533,313.6124268,164,96.49613133,196,115.3246448,120,70.60692536,337,198.2877821
England,0,1,0,Sevenoaks,E07000111,120293,369,325.997,-0.691,0.514,0.011,0.044,0.003,44.1,-0.46,-1.09,0.013,0,0.067,50.3,-0.169,0.577,-0.068,0.258,0.453,0.507,0.79,11.099,-0.559,-0.011,0.619,10.3268,410,340.8344625,86,71.49210677,183,152.1285528,99,82.29905315,227,188.7059097
England,0,1,0,Folkestone and Hythe,E07000112,112578,357,315.345,-0.123,0.505,0.017,0.054,0.009,46.9,-0.46,0.578,1.463,0,0.067,63.4,-0.169,0.577,0.959,1.433,0.453,,0.805,11.435,-0.559,-0.011,,9.6799,450,399.7228588,121,107.4810354,178,158.1125975,97,86.1624829,272,241.6102613
England,0,1,0,Swale,E07000113,148519,374,397.11,1.099,0.505,0.018,0.035,0.005,41.3,-0.46,1.246,0.984,0,0.067,67.1,-0.169,0.577,0.401,0.667,0.453,-0.202,0.775,11.947,-0.559,-0.011,0.619,10.5563,521,350.7968677,88,59.25167824,229,154.1890263,152,102.3438079,292,196.6078414
England,0,1,0,Thanet,E07000114,141819,103,1376.883,1.348,0.516,0.018,0.047,0.007,44.7,-0.46,1.58,0.689,0,0.067,78,-0.169,0.577,1.075,2.625,0.453,0.924,0.78,11.479,-0.559,-0.011,0.619,10.2372,627,442.112834,180,126.9223447,233,164.2939239,151,106.4737447,394,277.81891
England,0,1,0,Tonbridge and Malling,E07000115,130508,240,543.783,-0.691,0.511,0.012,0.042,0.003,42.3,-0.46,-0.757,-0.205,0,0.067,53,-0.169,0.577,-0.395,-0.334,0.453,-0.034,0.795,11.028,-0.559,-0.011,0.619,10.5968,366,280.4425782,80,61.2989242,138,105.7406443,106,81.22107457,228,174.701934
England,0,1,0,Tunbridge Wells,E07000116,118054,331,356.659,-0.691,0.507,0.021,0.052,0.006,43,-0.46,-0.757,0.319,0,0.067,57.6,-0.169,0.577,-0.76,-0.529,0.453,-0.023,0.798,11.365,-0.559,-0.011,0.619,9.8733,403,341.3692039,135,114.354448,135,114.354448,77,65.22438884,268,227.014756
England,0,1,0,Burnley,E07000117,88527,111,797.541,2.955,0.507,0.011,0.127,0.007,39.9,0.199,0.912,0.57,0,0.133,101,0.385,0.376,0.294,1.49,0.232,-0.196,0.833,6.883,-0.559,0.475,0.39,7.9459,354,399.8780033,87,98.27510251,149,168.310233,89,100.5343003,205,231.5677703
England,0,1,0,Chorley,E07000118,116821,203,575.473,-0.258,0.5,0.027,0.031,0.003,43.4,0.199,-0.089,0.315,0,0.133,71.9,0.385,0.376,0.028,-0.051,0.232,-0.176,0.813,7.742,-0.559,0.475,0.39,7.6108,447,382.6366835,123,105.2892887,202,172.9141165,87,74.47291155,245,209.722567
England,0,1,0,Fylde,E07000119,79770,166,480.542,-0.318,0.511,0.023,0.029,0.001,50.1,0.199,-0.757,1.31,0,0.133,65.6,0.385,0.376,1.455,0.797,0.232,1.614,0.813,8.049,-0.559,0.475,0.39,6.4481,356,446.2830638,123,154.1933058,139,174.2509715,79,99.03472483,217,272.0320923
England,0,1,0,Hyndburn,E07000120,80815,73,1107.055,1.87,0.506,0.008,0.123,0.008,39.7,0.199,1.913,0.742,0,0.133,94.6,0.385,0.376,0.35,0.914,0.232,-0.273,0.83,7.321,-0.559,0.475,0.39,8.0695,297,367.5060323,62,76.71843098,129,159.6238322,89,110.1280703,168,207.8822001
England,0,1,0,Lancaster,E07000121,144246,576,250.427,0.699,0.506,0.065,0.044,0.004,39.7,0.199,0.245,0.742,4703,0.133,77.2,0.385,0.376,-0.208,0.423,0.232,-0.032,0.878,5.883,1.776,0.475,0.39,6.9923,509,352.8694037,144,99.82945801,182,126.1733428,140,97.05641751,327,226.6960609
England,0,1,0,Pendle,E07000122,91405,169,540.858,2.313,0.504,0.007,0.202,0.009,39.7,0.199,1.246,0.109,0,0.133,90.1,0.385,0.376,0.783,0.562,0.232,-0.061,0.848,6.204,-0.559,0.475,0.39,7.9208,342,374.1589629,73,79.86434003,153,167.3869044,99,108.3091735,189,206.7720584
England,0,1,0,Preston,E07000123,141818,142,998.718,1.078,0.493,0.041,0.199,0.008,35.2,0.199,0.912,-0.708,0,0.133,93.1,0.385,0.376,-1.22,-0.404,0.232,-0.88,0.825,7.622,-0.559,0.475,0.39,8.0007,470,331.4106813,107,75.44881468,236,166.4104698,97,68.39752359,234,165.0002115
England,0,1,0,Ribble Valley,E07000124,60057,583,103.014,-0.691,0.509,0.021,0.022,0.001,47.9,0.199,-1.424,0.656,0,0.133,64.8,0.385,0.376,0.209,-0.286,0.232,0.744,0.883,5.558,-0.559,0.475,0.39,6.5522,217,361.3234094,49,81.58915697,100,166.5084836,55,91.57966598,117,194.8149258
England,0,1,0,Rossendale,E07000125,70895,138,513.732,0.636,0.507,0.011,0.063,0.004,42.5,0.199,1.246,0.048,0,0.133,82.5,0.385,0.376,0.089,0.73,0.232,-0.383,0.865,5.653,-0.559,0.475,0.39,7.0187,250,352.6341773,49,69.11629875,115,162.2117216,73,102.9691798,135,190.4224557
England,0,1,0,South Ribble,E07000126,110527,113,978.115,-0.283,0.511,0.008,0.03,0.001,44.3,0.199,-0.423,1.055,0,0.133,62.8,0.385,0.376,0.029,-0.307,0.232,0.074,0.81,7.965,-0.559,0.475,0.39,7.6678,331,299.4743366,67,60.61867236,139,125.7611262,93,84.14233626,192,173.7132103
England,0,1,0,West Lancashire,E07000127,113949,347,328.383,0.091,0.516,0.018,0.019,0.002,44.4,0.199,-0.757,-0.372,0,0.133,71.4,0.385,0.376,0.016,-0.099,0.232,0.203,0.778,8.567,-0.559,0.475,0.39,7.3104,456,400.1790275,144,126.3723245,170,149.1895497,120,105.3102704,286,250.9894777
England,0,1,0,Wyre,E07000128,111223,282,394.408,0.687,0.512,0.017,0.018,0.002,49.5,0.199,-0.089,1.673,0,0.133,76,0.385,0.376,2.123,1.094,0.232,1.636,0.82,7.797,-0.559,0.475,0.39,6.5696,519,466.6301035,142,127.6714349,201,180.718017,143,128.5705295,318,285.9120865
England,0,1,0,Blaby,E07000129,100421,130,772.469,-0.691,0.512,0.011,0.091,0.002,43,-0.225,-1.09,0.755,0,0,54.2,-0.293,0.122,0.25,-0.859,0.034,0.293,0.783,10.257,-0.559,0.497,0.495,9.6091,289,287.7884108,66,65.72330489,108,107.5472262,97,96.59334203,181,180.2411846
England,0,1,0,Charnwood,E07000130,182643,279,654.634,-0.499,0.495,0.044,0.127,0.004,38.5,-0.225,-0.757,-0.803,0,0,65.3,-0.293,0.122,-0.978,-0.931,0.034,-0.25,0.765,10.565,-0.559,0.497,0.495,9.272,515,281.9708393,121,66.24945933,217,118.8110138,129,70.62958887,298,163.1598255
England,0,1,0,Harborough,E07000131,92499,592,156.248,-0.691,0.506,0.016,0.049,0.002,46.1,-0.225,-1.424,0.59,0,0,50.7,-0.293,0.122,0.145,-1.146,0.034,0.411,0.783,10.122,1.597,0.497,0.495,8.9883,312,337.3009438,99,107.0281841,111,120.0012973,91,98.37944194,201,217.2996465
England,0,1,0,Hinckley and Bosworth,E07000132,112423,297,378.529,-0.691,0.509,0.008,0.036,0.002,45,-0.225,-0.423,0.805,0,0,57.7,-0.293,0.122,0.509,-0.407,0.034,0.262,0.78,10.301,-0.559,0.497,0.495,9.1404,394,350.4620941,120,106.7397241,147,130.756162,109,96.95524937,247,219.7059321
England,0,1,0,Melton,E07000133,51100,481,106.237,-0.691,0.511,0.009,0.021,0.003,47.1,-0.225,-0.089,0.275,0,0,54.5,-0.293,0.122,-0.001,-0.69,0.034,0.286,0.778,9.978,-0.559,0.497,0.495,8.6671,171,334.6379648,47,91.97651663,68,133.072407,48,93.9334638,103,201.5655577
England,0,1,0,North West Leicestershire,E07000134,102126,279,366.043,-0.363,0.505,0.008,0.025,0.002,43.9,-0.225,-0.089,0.183,0,0,68.2,-0.293,0.122,0.956,0.215,0.034,0.016,0.79,9.814,-0.559,0.497,0.495,8.6346,364,356.4224585,73,71.48032822,174,170.3777686,88,86.1680669,190,186.0446899
England,0,1,0,Oadby and Wigston,E07000135,57056,24,2377.333,-0.691,0.514,0.043,0.272,0.003,42.7,-0.225,-1.09,-0.838,0,0,65,-0.293,0.122,-0.209,0.301,0.034,0.865,0.785,10.074,-0.559,0.497,0.495,9.4226,224,392.5967471,78,136.7077958,87,152.4817723,45,78.86988222,137,240.1149748
England,0,1,0,Boston,E07000136,69366,365,190.044,-0.426,0.503,0.014,0.032,0.008,41.8,1.145,2.581,-0.259,711,0,85.3,0.629,0.662,0.821,1.397,0.688,0.408,0.76,10.762,-0.559,0.604,0.495,9.4071,267,384.9147998,63,90.8225932,116,167.2289018,63,90.8225932,151,217.685898
England,0,1,0,East Lindsey,E07000137,140741,1765,79.74,0.836,0.512,0.022,0.016,0.003,52,1.145,0.578,1.868,0,0,90.3,0.629,0.662,2.782,2.909,0.688,1.66,0.768,9.647,1.273,0.604,0.495,8.7445,681,483.8675297,177,125.7629262,299,212.4469771,163,115.8155761,382,271.4205526
England,0,1,0,Lincoln,E07000138,99039,36,2751.083,0.978,0.503,0.061,0.045,0.007,33.5,1.145,1.58,-0.08,0,0,112.8,0.629,0.662,-1.343,-0.411,0.688,-1.108,0.75,9.862,-0.559,0.604,0.495,9.589,319,322.0953362,84,84.81507285,120,121.1643898,78,78.75685336,199,200.9309464
England,0,1,0,North Kesteven,E07000139,115985,922,125.797,-0.691,0.512,0.017,0.018,0.001,46.1,1.145,-0.757,1.059,0,0,59.9,0.629,0.662,0.438,-0.226,0.688,0.705,0.763,9.921,-0.559,0.604,0.495,9.2036,458,394.8786481,139,119.8430832,171,147.4328577,111,95.70203043,287,247.4457904
England,0,1,0,South Holland,E07000140,93980,751,125.14,-0.691,0.508,0.01,0.022,0.005,46.2,1.145,1.58,0.295,0,0,85.1,0.629,0.662,1.552,1.046,0.688,1.086,0.755,11.221,-0.559,0.604,0.495,9.3682,370,393.7007874,77,81.93232603,183,194.7222813,92,97.89316876,187,198.9785061
England,0,1,0,South Kesteven,E07000141,141853,943,150.427,-0.574,0.518,0.01,0.026,0.002,46.2,1.145,-0.423,0.615,0,0,57.9,0.629,0.662,0.528,0.223,0.688,0.383,0.768,10.339,-0.559,0.604,0.495,9.2777,502,353.8874751,152,107.1531797,188,132.5315644,116,81.77479503,314,221.3559107
England,0,1,0,West Lindsey,E07000142,94869,1156,82.067,0.041,0.511,0.016,0.019,0.002,47.9,1.145,-0.757,1.025,0,0,69,0.629,0.662,1.055,0.718,0.688,0.712,0.755,9.757,-0.559,0.604,0.495,9.0688,373,393.1737448,102,107.5166809,138,145.4637447,80,84.32680855,235,247.7100001
England,0,1,0,Breckland,E07000143,139329,1305,106.766,-0.569,0.504,0.022,0.027,0.004,46.4,0.433,0.578,1.244,0,0,54.2,0.879,1.376,0.99,1.034,1.503,0.93,0.765,11.515,-0.559,0.721,0.455,9.651,597,428.4822255,200,143.5451342,225,161.488276,142,101.9170453,372,266.9939496
England,0,1,0,Broadland,E07000144,129464,552,234.536,-0.691,0.513,0.014,0.024,0.001,48,0.433,-1.09,0.18,0,0,53.3,0.879,1.376,0.859,0.256,1.503,1.219,0.748,12.063,-0.559,0.721,0.455,9.6456,521,402.4284743,144,111.2278317,220,169.9314095,145,112.0002472,301,232.4970648
England,0,1,0,Great Yarmouth,E07000145,99370,174,571.092,1.648,0.506,0.011,0.032,0.006,45.7,0.433,2.247,0.241,1182,0,79.7,0.879,1.376,1.418,2.172,1.503,0.742,0.755,11.465,-0.559,0.721,0.455,9.7636,404,406.5613364,93,93.58961457,180,181.1411895,120,120.760793,224,225.4201469
England,0,1,0,King's Lynn and West Norfolk,E07000146,151811,1439,105.498,0.058,0.51,0.015,0.028,0.006,47.4,0.433,0.912,0.338,0,0,65.2,0.879,1.376,1.45,1.688,1.503,1.185,0.763,11.588,-0.559,0.721,0.455,9.6613,657,432.7749636,151,99.46578311,271,178.5114386,189,124.4969073,386,254.263525
England,0,1,0,North Norfolk,E07000147,104552,962,108.682,-0.691,0.513,0.024,0.015,0.002,53.8,0.433,-0.423,1.33,0,0,56.8,0.879,1.376,2.726,2.89,1.503,2.498,0.758,11.399,-0.559,0.721,0.455,9.0466,534,510.7506313,140,133.9046599,197,188.4229857,169,161.6420537,337,322.3276456
England,0,1,0,Norwich,E07000148,141137,39,3618.897,1.257,0.504,0.036,0.093,0.005,33.3,0.433,1.246,-0.062,0,0,87.4,0.879,1.376,-1.563,-0.238,1.503,-1.006,0.738,12.572,2.1,0.721,0.455,10.3557,442,313.1708907,120,85.02377123,157,111.239434,133,94.23467978,285,201.9314567
England,0,1,0,South Norfolk,E07000149,138017,908,152.001,-0.691,0.512,0.014,0.025,0.002,46.2,0.433,-1.09,1.081,0,0,49.7,0.879,1.376,0.557,0.298,1.503,0.956,0.755,11.937,-0.559,0.721,0.455,9.5959,492,356.4778252,131,94.9158437,200,144.909685,146,105.7840701,292,211.5681402
England,0,1,0,Corby,E07000150,70827,80,885.338,0.238,0.507,0.004,0.045,0.003,37.4,0.163,2.915,-0.281,0,0,86,-0.349,0.035,-0.245,0.378,-0.038,-1.067,0.785,10.19,-0.559,-0.484,0.495,9.2498,204,288.0257529,50,70.59454728,96,135.5415308,51,72.00643822,108,152.4842221
England,0,1,0,Daventry,E07000151,84484,663,127.427,-0.475,0.503,0.025,0.036,0.002,45.1,0.163,-0.757,1.03,0,0,60.3,-0.349,0.035,0.089,-0.559,-0.038,-0.059,0.8,9.601,-0.559,-0.484,0.495,9.1664,272,321.9544529,58,68.65205246,144,170.4464751,47,55.63183561,128,151.5079778
England,0,1,0,East Northamptonshire,E07000152,93906,510,184.129,-0.691,0.506,0.021,0.035,0.002,44.6,0.163,-0.089,0.301,0,0,66.6,-0.349,0.035,0.137,-0.38,-0.038,-0.038,0.773,10.861,-0.559,-0.484,0.495,9.6243,329,350.3503504,83,88.3862586,150,159.7342023,76,80.93199583,179,190.6161481
England,0,1,0,Kettering,E07000153,101266,233,434.618,-0.023,0.509,0.01,0.062,0.003,41.2,0.163,0.912,0.275,0,0,70.1,-0.349,0.035,0.291,0.199,-0.038,-0.251,0.78,10.322,-0.559,-0.484,0.495,9.9042,315,311.0619556,56,55.29990323,172,169.8497028,72,71.09987558,143,141.2122529
England,0,1,0,Northampton,E07000154,225146,81,2779.58,0.167,0.503,0.017,0.156,0.01,37.2,0.163,1.58,-1.071,0,0,84,-0.349,0.035,-0.887,-0.357,-0.038,-0.988,0.788,10.399,1.776,-0.484,0.495,10.4061,669,297.1405222,176,78.17149761,307,136.3559646,131,58.18446697,362,160.7845576
England,0,1,0,South Northamptonshire,E07000155,92515,634,145.923,-0.691,0.508,0.008,0.032,0.002,45.2,0.163,-1.09,0.553,0,0,54.4,-0.349,0.035,0.017,-0.603,-0.038,-0.004,0.8,9.935,-0.559,-0.484,0.495,9.4674,253,273.4691672,62,67.01615954,112,121.0614495,56,60.53072475,141,152.4077177
England,0,1,0,Wellingborough,E07000156,79478,163,487.595,-0.084,0.509,0.01,0.127,0.004,41.9,0.163,1.58,0.331,0,0,79.9,-0.349,0.035,0.308,0.812,-0.038,-0.184,0.783,10.644,-0.559,-0.484,0.495,10.0602,264,332.1673922,50,62.91049095,134,168.6001158,65,81.78363824,130,163.5672765
England,0,1,0,Craven,E07000163,56832,1177,48.285,-0.691,0.515,0.019,0.026,0.004,50.1,0.715,-1.424,0.958,0,0,40.8,0.467,1.055,0.683,0.341,1.143,1.328,0.843,5.949,-0.559,1.06,0.403,6.2985,219,385.3462838,78,137.2466216,62,109.0934685,63,110.8530405,157,276.2528153
England,0,1,0,Hambleton,E07000164,91134,1311,69.515,-0.691,0.509,0.02,0.017,0.002,49.4,0.715,-1.758,1.132,0,0,49.8,0.467,1.055,0.842,0.793,1.143,0.909,0.773,8.483,1.561,1.06,0.403,7.2011,360,395.0227138,102,111.9231022,128,140.4525205,116,127.2850967,232,254.5701933
England,0,1,0,Harrogate,E07000165,160533,1308,122.732,-0.6,0.511,0.026,0.039,0.004,47,0.715,-1.09,0.835,0,0,60.1,0.467,1.055,0.249,0.192,1.143,0.601,0.77,8.26,-0.559,1.06,0.403,7.0806,604,376.2466284,222,138.2893237,210,130.8142251,120,74.75098578,394,245.4324033
England,0,1,0,Richmondshire,E07000166,53244,1319,40.367,-0.691,0.467,0.089,0.047,0.003,43.9,0.715,-0.757,0.366,0,0,59.9,0.467,1.055,-0.709,-0.144,1.143,-0.126,0.878,3.981,-0.559,1.06,0.403,6.3532,192,360.6040117,57,107.054316,77,144.6172339,46,86.39471114,115,215.9867779
England,0,1,0,Ryedale,E07000167,54920,1507,36.443,-0.691,0.51,0.022,0.014,0.003,50,0.715,-1.09,0.071,0,0,43.2,0.467,1.055,1.206,1.412,1.143,1.318,0.763,9.717,-0.559,1.06,0.403,7.4078,208,378.7327021,51,92.86234523,84,152.9497451,54,98.32483613,124,225.782957
England,0,1,0,Scarborough,E07000168,108736,816,133.255,0.515,0.514,0.022,0.025,0.004,49.7,0.715,0.245,1.364,0,0,77.6,0.467,1.055,1.467,1.978,1.143,1.217,0.765,8.61,-0.559,1.06,0.403,7.4835,499,458.9096527,127,116.7966451,195,179.3334314,123,113.1180106,304,279.5762213
England,0,1,0,Selby,E07000169,89106,599,148.758,-0.501,0.509,0.009,0.017,0.004,44.6,0.715,-0.757,0.064,0,0,64.1,0.467,1.055,0.03,0.026,1.143,-0.12,0.71,10.11,-0.559,1.06,0.403,8.2161,271,304.1321572,66,74.06908626,108,121.2039593,73,81.92489844,163,182.9281979
England,0,1,0,Ashfield,E07000170,127151,110,1155.918,0.852,0.509,0.011,0.023,0.003,42.1,1.258,0.912,0.179,0,0.067,82.2,-0.02,-0.028,0.683,0.824,-0.121,-0.254,0.775,9.208,-0.559,0.876,0.495,8.4402,415,326.3835912,115,90.44364574,184,144.7098332,99,77.86018199,231,181.673758
England,0,1,0,Bassetlaw,E07000171,116839,638,183.133,-0.012,0.504,0.026,0.027,0.003,45.6,1.258,0.578,-0.017,0,0.067,74.5,-0.02,-0.028,0.906,0.415,-0.121,0.232,0.728,10.289,-0.559,0.876,0.495,8.5489,410,350.9102269,118,100.9936751,182,155.7699056,89,76.17319559,228,195.1403213
England,0,1,0,Broxtowe,E07000172,113272,80,1415.9,-0.691,0.503,0.008,0.074,0.003,43.2,1.258,-0.423,-0.463,0,0.067,60.8,-0.02,-0.028,0.05,-0.291,-0.121,0.21,0.775,9.821,-0.559,0.876,0.495,9.0226,370,326.6473621,88,77.68910234,161,142.135744,103,90.93156296,209,184.5116181
England,0,1,0,Gedling,E07000173,117786,120,981.55,-0.567,0.513,0.007,0.07,0.003,44,1.258,-0.423,0.15,0,0.067,66.6,-0.02,-0.028,0.274,0.141,-0.121,0.304,0.768,9.554,1.776,0.876,0.495,8.9966,410,348.088907,106,89.99371742,188,159.6114988,86,73.01377074,222,188.4774082
England,0,1,0,Mansfield,E07000174,108841,77,1413.519,0.729,0.508,0.009,0.028,0.004,42.1,1.258,1.246,0.587,0,0.067,77.4,-0.02,-0.028,0.868,1.242,-0.121,-0.145,0.755,9.785,-0.559,0.876,0.495,8.441,422,387.7215388,112,102.9023989,169,155.2723698,113,103.8211703,253,232.449169
England,0,1,0,Newark and Sherwood,E07000175,121566,651,186.737,-0.283,0.508,0.02,0.025,0.003,45.2,1.258,-0.089,0.029,0,0.067,64.3,-0.02,-0.028,0.397,0.514,-0.121,0.342,0.75,10.072,-0.559,0.876,0.495,8.9479,432,355.3625191,114,93.77622032,176,144.7773226,117,96.2440156,256,210.5851965
England,0,1,0,Rushcliffe,E07000176,117671,409,287.704,-0.691,0.506,0.021,0.071,0.002,43.9,1.258,-2.092,-0.128,0,0.067,49.9,-0.02,-0.028,-0.638,-0.634,-0.121,0.4,0.755,10.233,-0.559,0.876,0.495,8.8271,382,324.633937,115,97.73011192,158,134.2726755,85,72.23530012,224,190.3612615
England,0,1,0,Cherwell,E07000177,149161,589,253.244,-0.691,0.504,0.021,0.079,0.006,41.1,-0.536,-0.089,0.791,0,0.133,54.3,-1.526,-0.504,0.005,-0.512,-0.461,-0.409,0.81,10.085,-0.559,-0.278,0.619,10.2579,486,325.8224335,151,101.232896,188,126.0383076,97,65.03040339,298,199.7841259
England,0,1,0,Oxford,E07000178,154327,46,3354.935,-0.577,0.49,0.123,0.23,0.016,29,-0.536,-0.757,-2.211,0,0.133,69.1,-1.526,-0.504,-2.923,-1.827,-0.461,-1.979,0.805,10.499,2.135,-0.278,0.619,10.8641,315,204.1120478,82,53.1339299,117,75.81304632,78,50.54203088,198,128.2990015
England,0,1,0,South Oxfordshire,E07000179,140504,679,206.928,-0.691,0.507,0.021,0.041,0.003,44.3,-0.536,-1.09,-0.084,0,0.133,42.6,-1.526,-0.504,-0.494,-0.685,-0.461,0.26,0.81,10.843,-0.559,-0.278,0.619,9.9215,407,289.6714684,131,93.23577976,139,98.92956784,99,70.46062746,268,190.7419006
England,0,1,0,Vale of White Horse,E07000180,133732,578,231.37,-0.691,0.502,0.024,0.052,0.002,42.6,-0.536,-1.09,0.485,0,0.133,45.8,-1.526,-0.504,-0.403,-0.494,-0.461,0.248,0.815,10.396,-0.559,-0.278,0.619,9.9914,382,285.6459187,129,96.46157988,119,88.98393803,99,74.02865432,263,196.6619807
England,0,1,0,West Oxfordshire,E07000181,109800,714,153.782,-0.691,0.508,0.023,0.033,0.003,44.4,-0.536,-1.09,0.917,0,0.133,44.9,-1.526,-0.504,-0.305,-0.693,-0.461,0.256,0.828,9.614,-0.559,-0.278,0.619,9.5659,372,338.7978142,138,125.6830601,113,102.9143898,95,86.52094718,259,235.8834244
England,0,1,0,Mendip,E07000187,114881,739,155.455,-0.546,0.513,0.03,0.021,0.004,46.6,-0.178,0.245,1.542,0,0,55.2,0.885,1.027,0.377,0.969,1.131,0.582,0.853,9.425,-0.559,0.912,0.498,8.1116,402,349.9273161,121,105.3263812,154,134.0517579,107,93.13985777,248,215.8755582
England,0,1,0,Sedgemoor,E07000188,122791,564,217.715,-0.148,0.509,0.013,0.017,0.003,46.5,-0.178,0.912,1.492,0,0,59.1,0.885,1.027,1.139,1.383,1.131,0.733,0.813,10.36,0.088,0.912,0.498,8.1804,496,403.9383994,133,108.3141273,209,170.2079143,110,89.58311277,287,233.7304851
England,0,1,0,South Somerset,E07000189,167861,959,175.038,-0.599,0.509,0.021,0.02,0.003,47.2,-0.178,0.245,1.148,0,0,58.2,0.885,1.027,0.737,0.718,1.131,1.032,0.82,10.592,-0.559,0.912,0.498,7.9176,634,377.6934487,182,108.4230405,263,156.6772508,165,98.29561363,371,221.0161979
England,0,1,0,Cannock Chase,E07000192,100109,79,1267.203,-0.374,0.504,0.007,0.023,0.004,42.6,0.397,0.578,0.289,0,0,77,-0.016,1.222,0.326,-0.142,1.284,-0.445,0.793,9.724,-0.559,0.351,0.414,8.5356,304,303.6690008,59,58.93576002,149,148.8377668,81,80.91180613,155,154.831234
England,0,1,0,East Staffordshire,E07000193,118574,387,306.393,-0.294,0.498,0.018,0.096,0.004,42.1,0.397,0.245,-0.467,0,0,70.8,-0.016,1.222,0.354,0.017,1.284,-0.073,0.79,9.781,-0.559,0.351,0.414,8.4018,389,328.0651745,87,73.37190278,199,167.8276857,82,69.15512676,190,160.2374888
England,0,1,0,Lichfield,E07000194,103965,331,314.094,-0.691,0.505,0.017,0.033,0.003,46.3,0.397,-1.09,0.839,0,0,59.8,-0.016,1.222,0.525,-0.218,1.284,0.459,0.763,10.688,-0.559,0.351,0.414,8.5628,372,357.8127254,108,103.8811138,150,144.2793248,81,77.91083538,222,213.5334007
