Country,Scotland,England,Wales,Local_Authority,Area_Code,Population_mid_2018,Area_sq_km,Density_People_sq_km,Local_Proportion_Decile_1_Z_Ind_IMD,Females_2018,Lives_In_Communal,BAME_Including_Jews,Over_1_5_Per_Room,Median_Age_2018,Obese_Z_Ind,Current_Smoking_Z_Ind,Ex_Smoker_Z_Ind,Tonnes_Port_Over_750,Passengers_To_From_Pop_Stand_Normalised,Age_Standardised_CVD_Deaths_U75_100000,Diabetes_Prevalence_Z_Ind,RA_Z_Ind,HTN_Z_Ind,COPD_Z_Ind,Cancer_Z_Ind,CKD_Z_Ind,Average_Humid_23_2_1_3_8_3_15_3,Average_tempHighCel_23_2_1_3_8_3_15_3,Coronavirus_Google_010220_190320,Dementia_Z_Ind,Self_Funders_2017,PM_2_5_Total_2018,Death_Registrations_Covid_Week_16,Death_Registrations_Covid_Week_16_Per_100000,Death_Registrations_Care_Home_Covid_Week_16,Death_Registrations_Care_Home_Covid_Week_16_Per_100000,Death_Registrations_Hospital_Covid_Week_16,Death_Registrations_Hospital_Covid_Week_16_Per_100000,Death_Registrations_Home_Covid_Week_16,Death_Registrations_Home_Covid_Week_16_Per_100000,Death_Registrations_OoHosp_Week_16,Death_Registrations_OoHosp_Week_16_Per_100000
England,0,1,0,Hounslow,E09000018,270782,56,4835.393,-0.624,0.491,0.008,0.488,0.040,36,-0.052,-0.089,-2.411,0,0.467,81.9,1.306,-0.801,-1.044,-1.549,-0.617,-1.475,0.743,12.113,2.423,-1.766,0.456,11.9127,118,43.577,2,0.739,101,37.299,9,3.324,17,6.278
England,0,1,0,Islington,E09000019,239142,15,15942.8,-0.227,0.497,0.029,0.327,0.030,32.1,-1.555,0.912,-1.381,0,0.467,84.3,-1.786,-1.502,-2.4,-1.657,-1.214,-2.661,0.735,12.167,1.884,-1.69,0.456,12.9434,86,35.962,21,8.781,60,25.09,5,2.091,26,10.872
England,0,1,0,Kensington and Chelsea,E09000020,156197,12,13016.417,0.14,0.498,0.017,0.313,0.030,39.4,-2.464,0.245,-0.726,0,0.467,42.5,-0.088,-2.064,-1.781,-0.734,-1.929,-1.738,0.725,12.433,1.884,-1.381,0.456,12.9743,82,52.498,15,9.603,57,36.492,8,5.122,25,16.005
England,0,1,0,Kingston upon Thames,E09000021,175470,37,4742.432,-0.691,0.506,0.023,0.26,0.012,37.2,-2.221,-0.423,-1.043,0,0.467,56.5,-2.595,-1.373,-1.125,-1.688,-1.02,-1.014,0.75,12.157,-0.559,-1.461,0.456,11.5436,54,30.774,11,6.269,40,22.796,3,1.71,14,7.979
England,0,1,0,Lambeth,E09000022,325917,27,12071,-0.691,0.497,0.01,0.432,0.035,33.1,-1.552,0.912,-1.79,0,0.467,97.2,0.33,-1.921,-1.99,-1.844,-1.759,-2.825,0.728,12.39,1.884,-2.284,0.456,12.7253,165,50.626,13,3.989,141,43.263,7,2.148,24,7.364
England,0,1,0,Lewisham,E09000023,303536,35,8672.457,-0.409,0.506,0.009,0.467,0.032,35,-0.667,0.912,-1.301,0,0.467,79.4,1.131,-1.804,-1.279,-1.408,-1.7,-2.11,0.733,12.339,1.884,-1.801,0.456,12.3577,171,56.336,4,1.318,153,50.406,12,3.953,18,5.93
England,0,1,0,Merton,E09000024,206186,38,5425.947,-0.691,0.507,0.007,0.355,0.023,37.1,-2.073,-0.423,-1.596,0,0.467,66.7,-0.645,-0.937,-0.217,-1.848,-0.697,-1.35,0.743,12.25,-0.559,-1.217,0.456,12.2926,115,55.775,13,6.305,87,42.195,13,6.305,28,13.58
England,0,1,0,Newham,E09000025,352005,36,9777.917,-0.459,0.47,0.006,0.711,0.089,31.9,0.315,0.578,-3.513,0,0.467,99.7,2.426,-1.583,-1.771,-2.101,-1.295,-2.637,0.718,12.708,-0.559,-2.708,0.456,13.4912,198,56.249,24,6.818,151,42.897,18,5.114,47,13.352
England,0,1,0,Redbridge,E09000026,303858,56,5426.036,-0.691,0.494,0.006,0.609,0.032,35.5,-0.732,-1.09,-2.702,0,0.467,77.9,2.541,-0.322,-1.63,-1.668,-0.343,-0.754,0.735,12.319,1.92,-1.442,0.456,12.6684,167,54.96,4,1.316,152,50.023,10,3.291,15,4.937
England,0,1,0,Richmond upon Thames,E09000027,196904,57,3454.456,-0.691,0.514,0.015,0.148,0.007,40.7,-2.779,-1.424,-0.035,0,0.467,51.3,-2.046,-1.382,-0.709,-1.246,-1.054,-0.819,0.745,12.081,2.064,-0.833,0.456,11.5854,72,36.566,11,5.586,54,27.425,6,3.047,18,9.142
England,0,1,0,Southwark,E09000028,317256,29,10939.862,-0.405,0.501,0.02,0.461,0.047,33.4,-0.552,0.245,-1.952,0,0.467,76.2,0.126,-1.592,-2.362,-1.813,-1.667,-2.746,0.728,12.397,1.884,-2.25,0.456,12.6851,154,48.541,31,9.771,112,35.303,10,3.152,42,13.239
England,0,1,0,Sutton,E09000029,204525,44,4648.295,-0.612,0.512,0.008,0.216,0.009,39.2,-0.905,-0.423,-0.414,0,0.467,57.5,-1.003,-0.537,0.354,-1.089,-0.484,-0.534,0.76,11.667,1.992,-0.078,0.456,11.4547,95,46.449,12,5.867,79,38.626,2,0.978,16,7.823
England,0,1,0,Tower Hamlets,E09000030,317705,20,15885.25,-0.559,0.478,0.015,0.553,0.068,31.3,-1.509,0.912,-2.422,0,0.467,93.4,-0.373,-1.994,-2.834,-2.311,-1.866,-3.103,0.718,12.607,1.884,-2.581,0.456,12.8954,129,40.604,17,5.351,95,29.902,15,4.721,34,10.702
England,0,1,0,Waltham Forest,E09000031,276700,39,7094.872,-0.493,0.496,0.006,0.482,0.050,34.9,-1.003,0.912,-1.613,0,0.467,86.5,1.996,-1.17,-1.518,-1.24,-1.002,-1.826,0.738,12.297,-0.559,-1.876,0.456,13.0601,146,52.765,3,1.084,129,46.621,12,4.337,17,6.144
England,0,1,0,Wandsworth,E09000032,326474,34,9602.176,-0.691,0.52,0.017,0.291,0.022,33.9,-2.29,-0.423,-1.395,0,0.467,75.7,-2.03,-1.877,-2.543,-2.163,-1.706,-2.534,0.73,12.354,1.884,-2.028,0.456,12.37,133,40.738,15,4.595,103,31.549,9,2.757,30,9.189
England,0,1,0,Westminster,E09000033,255324,21,12158.286,-0.468,0.477,0.028,0.414,0.040,36.1,-2.114,-0.089,-1.487,0,0.467,59.6,-0.502,-2.184,-2.133,-1.272,-2.706,-1.942,0.728,12.29,1.884,-1.624,0.456,12.9499,117,45.824,17,6.658,92,36.033,7,2.742,25,9.791
Wales,0,0,1,Isle of Anglesey,W06000001,69961,711,98.398,-0.933,0.508,0.012,0.018,0.003,47.9,-0.187,-0.155,-1.113,5222,0,80.9,-0.94,-0.079,0.526,0.912,0.82,0.903,0.805,8.288,-0.559,0.913,0.55,6.1792,2,2.859,0,0,2,2.859,0,0,0,0
Wales,0,0,1,Gwynedd,W06000002,124178,2535,48.985,-0.866,0.505,0.032,0.036,0.004,43.2,-0.89,-1.864,-1.385,0,0,75.6,-0.7,-0.079,0.526,0.912,0.82,0.903,0.933,5.051,-0.559,0.913,0.3,6.3476,22,17.717,8,6.442,11,8.858,3,2.416,11,8.858
Wales,0,0,1,Conwy,W06000003,117181,1126,104.068,-0.454,0.513,0.023,0.024,0.002,49.4,-0.651,1.553,-0.569,0,0,83.5,-1.02,-0.079,0.526,0.912,0.82,0.903,0.848,6.782,-0.559,0.913,0.55,6.6505,11,9.387,1,0.853,10,8.534,0,0,1,0.853
Wales,0,0,1,Denbighshire,W06000004,95330,837,113.895,0.463,0.507,0.013,0.027,0.003,46.6,-0.637,-1.864,1.879,0,0,94.8,-0.94,-0.079,0.526,0.912,0.82,0.903,0.795,8.382,-0.559,0.913,0.6,6.9297,18,18.882,3,3.147,14,14.686,1,1.049,4,4.196
Wales,0,0,1,Flintshire,W06000005,155593,437,356.048,-0.792,0.507,0.005,0.016,0.003,43.9,-0.287,0.699,-0.841,0,0,82.3,-0.7,-0.079,0.526,0.912,0.82,0.903,0.798,7.876,-0.559,0.913,0.45,7.3278,45,28.922,2,1.285,43,27.636,0,0,2,1.285
Wales,0,0,1,Wrexham,W06000006,136126,504,270.091,-0.251,0.498,0.012,0.032,0.004,42.2,0.139,0.699,0.519,0,0,88.3,-1.17,-0.079,0.526,0.912,0.82,0.903,0.775,10.068,-0.559,0.913,0.7,7.4746,11,8.081,3,2.204,7,5.142,1,0.735,4,2.938
Wales,0,0,1,Ceredigion,W06000008,72992,1786,40.869,-0.947,0.503,0.059,0.033,0.004,46.1,-1.255,-0.155,1.335,0,0,65.9,-1.09,1.647,0.566,-0.067,1.116,-0.143,0.868,7.626,-0.559,0.493,0.3,6.4095,4,5.48,0,0,2,2.74,2,2.74,2,2.74
Wales,0,0,1,Pembrokeshire,W06000009,125055,1619,77.242,-0.454,0.51,0.015,0.019,0.003,48,-0.012,0.272,1.335,30935,0,81.2,0.4,1.647,0.566,-0.067,1.116,-0.143,0.813,9.554,-0.559,0.493,0.55,7.12,10,7.996,0,0,9,7.197,1,0.8,1,0.8
Wales,0,0,1,Carmarthenshire,W06000010,187568,2370,79.143,-0.62,0.511,0.014,0.019,0.003,46.3,-0.003,-0.582,0.247,0,0,94.3,0.16,1.647,0.566,-0.067,1.116,-0.143,0.85,9.085,-0.559,0.493,0.45,7.2823,24,12.795,8,4.265,13,6.931,3,1.599,11,5.865
Wales,0,0,1,Swansea,W06000011,246466,380,648.595,0.38,0.501,0.019,0.061,0.004,39.6,-0.261,-0.155,0.791,0,0,90.3,-0.07,-0.596,-0.591,-0.428,-0.341,0.289,0.848,9.063,-0.559,0.378,0.45,7.933,67,27.184,6,2.434,53,21.504,1,0.406,14,5.68
Wales,0,0,1,Neath Port Talbot,W06000012,142906,441,324.05,0.935,0.507,0.008,0.02,0.002,43.3,0.792,1.553,0.791,6635,0,97.9,0.87,-0.596,-0.591,-0.428,-0.341,0.289,0.858,8.524,-0.559,0.378,0.3,7.7426,32,22.392,4,2.799,28,19.593,0,0,4,2.799
Wales,0,0,1,Bridgend,W06000013,144876,251,577.195,-0.285,0.504,0.017,0.022,0.002,43.2,-0.101,-0.155,-1.929,0,0,84.2,0.16,-0.596,-0.591,-0.428,-0.341,0.289,0.845,8.704,-0.559,0.378,0.45,7.7151,37,25.539,12,8.283,19,13.115,5,3.451,18,12.424
Wales,0,0,1,Vale of Glamorgan,W06000014,132165,331,399.29,-0.715,0.515,0.016,0.036,0.002,43.7,-1.269,0.272,0.247,0,0,58.2,-0.47,-2.103,-2.785,-2.33,-1.686,-1.875,0.833,9.504,-0.559,-0.969,0.55,7.7669,44,33.292,1,0.757,37,27.995,4,3.027,7,5.296
Wales,0,0,1,Cardiff,W06000015,364248,141,2583.319,1.34,0.504,0.033,0.155,0.010,33.6,-1.159,-1.01,-0.025,1770,0,79.1,-0.07,-2.103,-2.785,-2.33,-1.686,-1.875,0.82,10.007,1.74,-0.969,0.55,9.4365,138,37.886,56,15.374,65,17.845,14,3.844,73,20.041
Wales,0,0,1,Rhondda Cynon Taf,W06000016,240131,424,566.347,1.241,0.51,0.011,0.027,0.003,40.6,1.463,0.272,-0.841,0,0,94.7,0.4,0.129,0.624,1.377,-0.926,-0.199,0.835,8.892,-0.559,-2.416,0.3,7.9413,103,42.893,26,10.827,73,30.4,4,1.666,30,12.493
Wales,0,0,1,Caerphilly,W06000018,181019,277,653.498,0.168,0.51,0.006,0.017,0.003,41.6,1.636,0.699,0.247,0,0,98.2,1.57,-0.084,0.045,-0.396,-0.737,-0.195,0.833,9.16,-0.559,-0.402,0.45,8.2005,80,44.194,9,4.972,68,37.565,3,1.657,12,6.629
Wales,0,0,1,Blaenau Gwent,W06000019,69713,109,639.569,0.562,0.507,0.008,0.015,0.004,42.9,1.382,0.699,-0.297,0,0,116.4,2.67,-0.084,0.045,-0.396,-0.737,-0.195,0.865,8.281,-0.559,-0.402,0.45,7.8552,33,47.337,12,17.213,21,30.124,0,0,12,17.213
Wales,0,0,1,Torfaen,W06000020,93049,126,738.484,-0.544,0.513,0.008,0.02,0.005,42.4,1.033,-1.437,1.063,0,0,97.1,0.55,-0.084,0.045,-0.396,-0.737,-0.195,0.843,8.997,-0.559,-0.402,0.45,8.3212,37,39.764,1,1.075,35,37.615,1,1.075,2,2.149
Wales,0,0,1,Monmouthshire,W06000021,94142,849,110.886,-1.256,0.508,0.018,0.02,0.004,48.6,-1.21,-0.155,0.519,0,0,73.6,-0.47,-0.084,0.045,-0.396,-0.737,-0.195,0.81,10.329,-0.559,-0.402,0.7,7.9873,29,30.805,3,3.187,23,24.431,3,3.187,6,6.373
Wales,0,0,1,Newport,W06000022,153302,191,802.628,2.193,0.508,0.011,0.101,0.006,38.8,0.338,0.272,-0.297,2819,0,95.5,1.18,-0.084,0.045,-0.396,-0.737,-0.195,0.818,10.026,-0.559,-0.402,0.55,9.2658,72,46.966,8,5.218,62,40.443,1,0.652,10,6.523
Wales,0,0,1,Powys,W06000023,132447,5181,25.564,-1.076,0.505,0.015,0.017,0.003,49.9,-0.843,-1.01,-0.297,0,0,76.3,-1.09,1.689,1.019,-0.102,1.664,1.22,0.88,7.067,-0.559,0.69,0.45,6.5488,27,20.386,9,6.795,16,12.08,1,0.755,11,8.305
Wales,0,0,1,Merthyr Tydfil,W06000024,60183,111,542.189,1.91,0.509,0.008,0.024,0.003,40.5,1.982,1.553,-1.385,0,0,112.3,0.79,0.129,0.624,1.377,-0.926,-0.199,0.848,8.51,-0.559,-2.416,0.45,7.9388,24,39.878,12,19.939,11,18.278,1,1.662,13,21.601
